	Code INSEE	Code Postal	Région	Département	Commune	Code département	Population totale
17479	55101	55000	GRAND EST	MEUSE	CHARDOGNE	55	308
17480	62787	62170	HAUTS-DE-FRANCE	PAS-DE-CALAIS	SEMPY	62	324
17481	17437	17120	NOUVELLE-AQUITAINE	CHARENTE-MARITIME	TALMONT-SUR-GIRONDE	17	101
17482	27685	27330	NORMANDIE	EURE	LA VIEILLE-LYRE	27	673
17483	80558	80160	HAUTS-DE-FRANCE	SOMME	MONSURES	80	229
17484	14665	14121	NORMANDIE	CALVADOS	SALLENELLES	14	297
17485	29064	29890	BRETAGNE	FINISTERE	GOULVEN	29	449
17486	41224	41170	CENTRE-VAL DE LOIRE	LOIR-ET-CHER	SAINT-MARC-DU-COR	41	183
17487	76062	76850	NORMANDIE	SEINE-MARITIME	BEAUMONT-LE-HARENG	76	266
17488	80386	80500	HAUTS-DE-FRANCE	SOMME	GRATIBUS	80	183
17489	21573	21440	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	SAINT-SEINE-L'ABBAYE	21	377
17490	51607	51210	NOUVELLE-AQUITAINE	MARNE	VERDON	51	46
17491	51607	51210	GRAND EST	MARNE	VERDON	51	210
17492	24570	24520	NOUVELLE-AQUITAINE	DORDOGNE	VERDON	24	46
17493	24570	24520	GRAND EST	DORDOGNE	VERDON	24	210
17494	69110	69590	AUVERGNE-RHÔNE-ALPES	RHONE	LARAJASSE	69	1878
17495	53235	53110	PAYS DE LA LOIRE	MAYENNE	SAINTE-MARIE-DU-BOIS	53	226
17496	50508	50640	PAYS DE LA LOIRE	MANCHE	SAINTE-MARIE-DU-BOIS	50	226
17497	51500	51330	GRAND EST	MARNE	SAINT-MARD-SUR-LE-MONT	51	119
17498	45308	45400	CENTRE-VAL DE LOIRE	LOIRET	SEMOY	45	3257
17499	52391	52220	GRAND EST	HAUTE-MARNE	PLANRUPT	52	313
17500	15059	15430	AUVERGNE-RHÔNE-ALPES	CANTAL	CUSSAC	15	131
17501	15059	15430	NOUVELLE-AQUITAINE	CANTAL	CUSSAC	15	1234
17502	87054	87150	AUVERGNE-RHÔNE-ALPES	HAUTE-VIENNE	CUSSAC	87	131
17503	87054	87150	NOUVELLE-AQUITAINE	HAUTE-VIENNE	CUSSAC	87	1234
17504	24450	24250	NOUVELLE-AQUITAINE	DORDOGNE	SAINT-MARTIAL-DE-NABIRAT	24	578
17505	76611	76760	NORMANDIE	SEINE-MARITIME	SAINT-MARTIN-AUX-ARBRES	76	328
17506	25445	25440	BOURGOGNE-FRANCHE-COMTÉ	DOUBS	PAROY	25	127
17507	25445	25440	ÎLE-DE-FRANCE	DOUBS	PAROY	25	164
17508	77355	77520	BOURGOGNE-FRANCHE-COMTÉ	SEINE-ET-MARNE	PAROY	77	127
17509	77355	77520	ÎLE-DE-FRANCE	SEINE-ET-MARNE	PAROY	77	164
17510	62832	62630	HAUTS-DE-FRANCE	PAS-DE-CALAIS	TUBERSENT	62	567
17511	70314	70300	BOURGOGNE-FRANCHE-COMTÉ	HAUTE-SAONE	MAGNIVRAY	70	174
17512	32211	32240	OCCITANIE	GERS	LIAS-D'ARMAGNAC	32	203
17513	2A133	20153	CORSE	CORSE-DU-SUD	GUITERA-LES-BAINS	2A	153
17514	28119	28480	CENTRE-VAL DE LOIRE	EURE-ET-LOIR	LA CROIX-DU-PERCHE	28	160
17515	40173	40330	NOUVELLE-AQUITAINE	LANDES	MARPAPS	40	145
17516	61087	61560	NORMANDIE	ORNE	CHAMPEAUX-SUR-SARTHE	61	169
17517	66206	66230	OCCITANIE	PYRENEES-ORIENTALES	LE TECH	66	91
17518	29107	29510	BRETAGNE	FINISTERE	LANDUDAL	29	894
17519	07157	07400	AUVERGNE-RHÔNE-ALPES	ARDECHE	MEYSSE	07	1348
17520	35239	35240	BRETAGNE	ILLE-ET-VILAINE	RETIERS	35	4497
17521	2A154	20141	CORSE	CORSE-DU-SUD	MARIGNANA	2A	115
17522	03193	03190	AUVERGNE-RHÔNE-ALPES	ALLIER	NASSIGNY	03	188
17523	46035	46100	OCCITANIE	LOT	BOUSSAC	46	604
17524	46035	46100	NOUVELLE-AQUITAINE	LOT	BOUSSAC	46	1273
17525	46035	46100	OCCITANIE	LOT	BOUSSAC	46	192
17526	23031	23600	OCCITANIE	CREUSE	BOUSSAC	23	604
17527	23031	23600	NOUVELLE-AQUITAINE	CREUSE	BOUSSAC	23	1273
17528	23031	23600	OCCITANIE	CREUSE	BOUSSAC	23	192
17529	12032	12160	OCCITANIE	AVEYRON	BOUSSAC	12	604
17530	12032	12160	NOUVELLE-AQUITAINE	AVEYRON	BOUSSAC	12	1273
17531	12032	12160	OCCITANIE	AVEYRON	BOUSSAC	12	192
17532	34216	34600	OCCITANIE	HERAULT	LE PRADAL	34	341
17533	62581	62134	HAUTS-DE-FRANCE	PAS-DE-CALAIS	MONCHY-CAYEUX	62	301
17534	2B296	20220	CORSE	HAUTE-CORSE	SANT'ANTONINO	2B	135
17535	52352	52800	GRAND EST	HAUTE-MARNE	NINVILLE	52	78
17536	77176	77515	ÎLE-DE-FRANCE	SEINE-ET-MARNE	FAREMOUTIERS	77	2912
17537	07317	07340	AUVERGNE-RHÔNE-ALPES	ARDECHE	TALENCIEUX	07	1113
17538	52088	52220	GRAND EST	HAUTE-MARNE	CEFFONDS	52	661
17539	61018	61470	NORMANDIE	ORNE	AVERNES-SAINT-GOURGON	61	60
17540	24256	24430	NOUVELLE-AQUITAINE	DORDOGNE	MARSAC-SUR-L'ISLE	24	3178
17541	80146	80230	HAUTS-DE-FRANCE	SOMME	BRUTELLES	80	211
17542	76146	76750	GRAND EST	SEINE-MARITIME	BUCHY	76	98
17543	57116	57420	GRAND EST	MOSELLE	BUCHY	57	98
17544	82049	82340	NOUVELLE-AQUITAINE	TARN-ET-GARONNE	DONZAC	82	123
17545	82049	82340	OCCITANIE	TARN-ET-GARONNE	DONZAC	82	1056
17546	33152	33410	NOUVELLE-AQUITAINE	GIRONDE	DONZAC	33	123
17547	33152	33410	OCCITANIE	GIRONDE	DONZAC	33	1056
17548	02118	02880	HAUTS-DE-FRANCE	AISNE	BRAYE	02	129
17549	48106	48310	OCCITANIE	LOZERE	NOALHAC	48	105
17550	21620	21120	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	TARSUL	21	159
17551	81005	81240	OCCITANIE	TARN	ALBINE	81	518
17552	50102	50740	NORMANDIE	MANCHE	CAROLLES	50	763
17553	09237	09460	OCCITANIE	ARIEGE	LE PUCH	09	30
17554	46198	46160	OCCITANIE	LOT	MONTBRUN	46	106
17555	48101	48210	OCCITANIE	LOZERE	MONTBRUN	48	106
17556	76052	76660	NORMANDIE	SEINE-MARITIME	BAILLEUL-NEUVILLE	76	219
17557	13088	13740	PROVENCE-ALPES-CÔTE D'AZUR	BOUCHES-DU-RHONE	LE ROVE	13	5184
17558	27306	27930	NORMANDIE	EURE	GUICHAINVILLE	27	2864
17559	72223	72430	PAYS DE LA LOIRE	SARTHE	NOYEN-SUR-SARTHE	72	2657
17560	01307	01460	AUVERGNE-RHÔNE-ALPES	AIN	PORT	01	863
17561	89113	89100	BOURGOGNE-FRANCHE-COMTÉ	YONNE	COLLEMIERS	89	684
17562	65335	65200	OCCITANIE	HAUTES-PYRENEES	ORDIZAN	65	552
17563	62186	62160	HAUTS-DE-FRANCE	PAS-DE-CALAIS	BULLY-LES-MINES	62	12195
17564	71131	71350	BOURGOGNE-FRANCHE-COMTÉ	SAONE-ET-LOIRE	CIEL	71	780
17565	79271	79310	NOUVELLE-AQUITAINE	DEUX-SEVRES	SAINT-MARC-LA-LANDE	79	367
17566	33014	33570	NOUVELLE-AQUITAINE	GIRONDE	LES ARTIGUES-DE-LUSSAC	33	1135
17567	95288	95410	ÎLE-DE-FRANCE	VAL-D'OISE	GROSLAY	95	8597
17568	08380	08360	GRAND EST	ARDENNES	SAINT-FERGEUX	08	217
17569	24200	24350	NOUVELLE-AQUITAINE	DORDOGNE	GRAND-BRASSAC	24	550
17570	55250	55700	GRAND EST	MEUSE	INOR	55	191
17571	77071	77460	ÎLE-DE-FRANCE	SEINE-ET-MARNE	CHAINTREAUX	77	899
17572	22193	22640	BRETAGNE	COTES-D'ARMOR	PLESTAN	22	1635
17573	02834	02320	HAUTS-DE-FRANCE	AISNE	WISSIGNICOURT	02	174
17574	77297	77570	ÎLE-DE-FRANCE	SEINE-ET-MARNE	MONDREVILLE	77	333
17575	77297	77570	ÎLE-DE-FRANCE	SEINE-ET-MARNE	MONDREVILLE	77	411
17576	78413	78980	ÎLE-DE-FRANCE	YVELINES	MONDREVILLE	78	333
17577	78413	78980	ÎLE-DE-FRANCE	YVELINES	MONDREVILLE	78	411
17578	39392	39290	BOURGOGNE-FRANCHE-COMTÉ	JURA	OFFLANGES	39	201
17579	21078	21330	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	BISSEY-LA-PIERRE	21	78
17580	80504	80250	HAUTS-DE-FRANCE	SOMME	MALPART	80	76
17581	03212	03380	AUVERGNE-RHÔNE-ALPES	ALLIER	QUINSSAINES	03	1524
17582	72064	72310	PAYS DE LA LOIRE	SARTHE	LA CHAPELLE-HUON	72	548
17583	59617	59138	HAUTS-DE-FRANCE	NORD	VIEUX-MESNIL	59	643
17584	51344	51530	GRAND EST	MARNE	MARDEUIL	51	1510
17585	37151	37390	CENTRE-VAL DE LOIRE	INDRE-ET-LOIRE	LA MEMBROLLE-SUR-CHOISILLE	37	3374
17586	57123	57490	GRAND EST	MOSELLE	CARLING	57	3476
17587	29281	29140	BRETAGNE	FINISTERE	TOURCH	29	1039
17588	19014	19220	OCCITANIE	CORREZE	AURIAC	19	40
17589	19014	19220	NOUVELLE-AQUITAINE	CORREZE	AURIAC	19	231
17590	19014	19220	NOUVELLE-AQUITAINE	CORREZE	AURIAC	19	243
17591	11020	11330	OCCITANIE	AUDE	AURIAC	11	40
17592	11020	11330	NOUVELLE-AQUITAINE	AUDE	AURIAC	11	231
17593	11020	11330	NOUVELLE-AQUITAINE	AUDE	AURIAC	11	243
17594	64078	64450	OCCITANIE	PYRENEES-ATLANTIQUES	AURIAC	64	40
17595	64078	64450	NOUVELLE-AQUITAINE	PYRENEES-ATLANTIQUES	AURIAC	64	231
17596	64078	64450	NOUVELLE-AQUITAINE	PYRENEES-ATLANTIQUES	AURIAC	64	243
17597	78606	78113	ÎLE-DE-FRANCE	YVELINES	LE TARTRE-GAUDRAN	78	37
17598	49288	49130	PAYS DE LA LOIRE	MAINE-ET-LOIRE	SAINT-JEAN-DE-LA-CROIX	49	235
17599	31367	31220	OCCITANIE	HAUTE-GARONNE	MONTCLAR-DE-COMMINGES	31	83
17600	68248	68480	GRAND EST	HAUT-RHIN	OLTINGUE	68	689
17601	76103	76240	NORMANDIE	SEINE-MARITIME	BONSECOURS	76	6533
17602	32324	32300	OCCITANIE	GERS	PONSAN-SOUBIRAN	32	88
17603	59242	59550	HAUTS-DE-FRANCE	NORD	FONTAINE-AU-BOIS	59	680
17604	02712	02130	AUVERGNE-RHÔNE-ALPES	AISNE	SERGY	02	2195
17605	02712	02130	HAUTS-DE-FRANCE	AISNE	SERGY	02	149
17606	01401	01630	AUVERGNE-RHÔNE-ALPES	AIN	SERGY	01	2195
17607	01401	01630	HAUTS-DE-FRANCE	AIN	SERGY	01	149
17608	21098	21690	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	BOUX-SOUS-SALMAISE	21	127
17609	02739	02880	HAUTS-DE-FRANCE	AISNE	TERNY-SORNY	02	340
17610	24209	24300	NOUVELLE-AQUITAINE	DORDOGNE	HAUTEFAYE	24	139
17611	67288	67250	GRAND EST	BAS-RHIN	MEMMELSHOFFEN	67	332
17612	74098	74350	AUVERGNE-RHÔNE-ALPES	HAUTE-SAVOIE	CUVAT	74	1542
17613	70534	70240	BOURGOGNE-FRANCHE-COMTÉ	HAUTE-SAONE	VELLEFRIE	70	127
17614	91667	91360	ÎLE-DE-FRANCE	ESSONNE	VILLEMOISSON-SUR-ORGE	91	7128
17615	81276	81630	OCCITANIE	TARN	SALVAGNAC	81	1221
17616	80820	80300	HAUTS-DE-FRANCE	SOMME	WARLOY-BAILLON	80	765
17617	55336	55150	GRAND EST	MEUSE	MERLES-SUR-LOISON	55	152
17618	14093	14430	NORMANDIE	CALVADOS	BRANVILLE	14	204
17619	26347	26600	AUVERGNE-RHÔNE-ALPES	DROME	TAIN-L'HERMITAGE	26	6337
17620	86203	86150	NOUVELLE-AQUITAINE	VIENNE	QUEAUX	86	553
17621	77228	77510	ÎLE-DE-FRANCE	SEINE-ET-MARNE	HONDEVILLIERS	77	258
17622	63292	63470	AUVERGNE-RHÔNE-ALPES	PUY-DE-DOME	PUY-SAINT-GULMIER	63	159
17623	23252	23350	NOUVELLE-AQUITAINE	CREUSE	TERCILLAT	23	161
17624	88470	88530	GRAND EST	VOSGES	LE THOLY	88	1609
17625	59534	59440	HAUTS-DE-FRANCE	NORD	SAINT-HILAIRE-SUR-HELPE	59	856
17626	06008	06260	PROVENCE-ALPES-CÔTE D'AZUR	ALPES-MARITIMES	AUVARE	06	33
17627	09063	09000	OCCITANIE	ARIEGE	LE BOSC	09	105
17628	09063	09000	OCCITANIE	ARIEGE	LE BOSC	09	1377
17629	34036	34700	OCCITANIE	HERAULT	LE BOSC	34	105
17630	34036	34700	OCCITANIE	HERAULT	LE BOSC	34	1377
17631	45035	45340	CENTRE-VAL DE LOIRE	LOIRET	BOISCOMMUN	45	1160
17632	14238	14800	NORMANDIE	CALVADOS	ENGLESQUEVILLE-EN-AUGE	14	111
17633	31413	31480	OCCITANIE	HAUTE-GARONNE	PELLEPORT	31	523
17634	34298	34410	OCCITANIE	HERAULT	SAUVIAN	34	5515
17635	40038	40250	NOUVELLE-AQUITAINE	LANDES	BERGOUEY	40	105
17636	30014	30700	OCCITANIE	GARD	ARPAILLARGUES-ET-AUREILLAC	30	1045
17637	88138	88260	GRAND EST	VOSGES	DOMBASLE-DEVANT-DARNEY	88	82
17638	65306	65130	OCCITANIE	HAUTES-PYRENEES	MAUVEZIN	65	94
17639	65306	65130	OCCITANIE	HAUTES-PYRENEES	MAUVEZIN	65	2247
17640	65306	65130	OCCITANIE	HAUTES-PYRENEES	MAUVEZIN	65	238
17641	31333	31230	OCCITANIE	HAUTE-GARONNE	MAUVEZIN	31	94
17642	31333	31230	OCCITANIE	HAUTE-GARONNE	MAUVEZIN	31	2247
17643	31333	31230	OCCITANIE	HAUTE-GARONNE	MAUVEZIN	31	238
17644	32249	32120	OCCITANIE	GERS	MAUVEZIN	32	94
17645	32249	32120	OCCITANIE	GERS	MAUVEZIN	32	2247
17646	32249	32120	OCCITANIE	GERS	MAUVEZIN	32	238
17647	39423	39270	BOURGOGNE-FRANCHE-COMTÉ	JURA	PLAISIA	39	116
17648	53041	53350	PAYS DE LA LOIRE	MAYENNE	BRAINS-SUR-LES-MARCHES	53	278
17649	68104	68600	GRAND EST	HAUT-RHIN	GEISWASSER	68	302
17650	06003	06750	PROVENCE-ALPES-CÔTE D'AZUR	ALPES-MARITIMES	ANDON	06	655
17651	76725	76110	NORMANDIE	SEINE-MARITIME	VATTETOT-SOUS-BEAUMONT	76	580
17652	19153	19130	NOUVELLE-AQUITAINE	CORREZE	OBJAT	19	3718
17653	47132	47330	NOUVELLE-AQUITAINE	LOT-ET-GARONNE	LALANDUSSE	47	226
17654	57418	57670	GRAND EST	MOSELLE	LOUDREFING	57	326
17655	60452	60119	HAUTS-DE-FRANCE	OISE	NEUVILLE-BOSC	60	511
17656	60667	60410	HAUTS-DE-FRANCE	OISE	VERBERIE	60	3876
17657	26115	26400	AUVERGNE-RHÔNE-ALPES	DROME	DIVAJEU	26	730
17658	76116	76520	NORMANDIE	SEINE-MARITIME	BOOS	76	3912
17659	40048	40370	NORMANDIE	LANDES	BOOS	40	3912
17660	91507	91720	ÎLE-DE-FRANCE	ESSONNE	PRUNAY-SUR-ESSONNE	91	297
17661	07129	07270	AUVERGNE-RHÔNE-ALPES	ARDECHE	LAMASTRE	07	2387
17662	80243	80370	HAUTS-DE-FRANCE	SOMME	DOMESMONT	80	42
17663	39461	39250	BOURGOGNE-FRANCHE-COMTÉ	JURA	RIX	39	80
17664	39461	39250	BOURGOGNE-FRANCHE-COMTÉ	JURA	RIX	39	162
17665	58222	58500	BOURGOGNE-FRANCHE-COMTÉ	NIEVRE	RIX	58	80
17666	58222	58500	BOURGOGNE-FRANCHE-COMTÉ	NIEVRE	RIX	58	162
17667	33347	33660	NOUVELLE-AQUITAINE	GIRONDE	PUYNORMAND	33	312
17668	67272	67440	GRAND EST	BAS-RHIN	LOCHWILLER	67	412
17669	64246	64420	NOUVELLE-AQUITAINE	PYRENEES-ATLANTIQUES	GOMER	64	315
17670	11430	11400	OCCITANIE	AUDE	VILLENEUVE-LA-COMPTAL	11	1373
17671	01047	01150	AUVERGNE-RHÔNE-ALPES	AIN	BLYES	01	1123
17672	67149	67700	GRAND EST	BAS-RHIN	FURCHHAUSEN	67	429
17673	34061	34490	OCCITANIE	HERAULT	CAUSSES-ET-VEYRAN	34	621
17674	01194	01480	AUVERGNE-RHÔNE-ALPES	AIN	JASSANS-RIOTTIER	01	6449
17675	54601	54370	GRAND EST	MEURTHE-ET-MOSELLE	XURES	54	107
17676	82010	82340	OCCITANIE	TARN-ET-GARONNE	BARDIGUES	82	285
17677	60468	60130	HAUTS-DE-FRANCE	OISE	NOURARD-LE-FRANC	60	329
17678	55568	55000	GRAND EST	MEUSE	VILLE-SUR-SAULX	55	289
17679	35063	35140	BRETAGNE	ILLE-ET-VILAINE	LA CHAPELLE-SAINT-AUBERT	35	452
17680	46229	46130	OCCITANIE	LOT	PUYBRUN	46	1028
17681	48046	48140	OCCITANIE	LOZERE	CHAULHAC	48	70
17682	13112	13880	PROVENCE-ALPES-CÔTE D'AZUR	BOUCHES-DU-RHONE	VELAUX	13	8766
17683	40333	40110	NOUVELLE-AQUITAINE	LANDES	YGOS-SAINT-SATURNIN	40	1355
17684	51304	51210	GRAND EST	MARNE	JANVILLIERS	51	174
17685	10298	10400	GRAND EST	AUBE	PONT-SUR-SEINE	10	1181
17686	97423	97426	LA RÉUNION	REUNION	LES TROIS-BASSINS	97	7168
17687	78269	78125	ÎLE-DE-FRANCE	YVELINES	GAZERAN	78	1315
17688	24329	24700	NOUVELLE-AQUITAINE	DORDOGNE	LE PIZOU	24	1368
17689	64142	64230	NOUVELLE-AQUITAINE	PYRENEES-ATLANTIQUES	BOUGARBER	64	860
17690	2A085	20117	CORSE	CORSE-DU-SUD	CAURO	2A	1521
17691	77062	77400	ÎLE-DE-FRANCE	SEINE-ET-MARNE	CARNETIN	77	465
17692	46339	46400	OCCITANIE	LOT	SAINT-JEAN-LAGINESTE	46	360
17693	14304	14600	NORMANDIE	CALVADOS	GONNEVILLE-SUR-HONFLEUR	14	907
17694	48002	48200	OCCITANIE	LOZERE	ALBARET-SAINTE-MARIE	48	586
17695	33105	33540	NOUVELLE-AQUITAINE	GIRONDE	CASTELVIEL	33	230
17696	39006	39110	BOURGOGNE-FRANCHE-COMTÉ	JURA	AIGLEPIERRE	39	461
17697	60519	60640	HAUTS-DE-FRANCE	OISE	QUESMY	60	184
17698	08324	08430	GRAND EST	ARDENNES	NEUVIZY	08	117
17699	76668	76760	CENTRE-VAL DE LOIRE	SEINE-MARITIME	SAUSSAY	76	1120
17700	76668	76760	NORMANDIE	SEINE-MARITIME	SAUSSAY	76	377
17701	28371	28260	CENTRE-VAL DE LOIRE	EURE-ET-LOIR	SAUSSAY	28	1120
17702	28371	28260	NORMANDIE	EURE-ET-LOIR	SAUSSAY	28	377
17703	01050	01190	AUVERGNE-RHÔNE-ALPES	AIN	BOISSEY	01	355
17704	14081	14170	AUVERGNE-RHÔNE-ALPES	CALVADOS	BOISSEY	14	355
17705	36007	36500	CENTRE-VAL DE LOIRE	INDRE	ARGY	36	612
17706	31506	31650	OCCITANIE	HAUTE-GARONNE	SAINT-ORENS-DE-GAMEVILLE	31	12740
17707	86247	86400	NOUVELLE-AQUITAINE	VIENNE	SAINT-SAVIOL	86	546
17708	62906	62370	HAUTS-DE-FRANCE	PAS-DE-CALAIS	ZUTKERQUE	62	1795
17709	50296	50330	NORMANDIE	MANCHE	MAUPERTUS-SUR-MER	50	228
17710	57278	57670	GRAND EST	MOSELLE	GUINZELING	57	68
17711	78372	78160	ÎLE-DE-FRANCE	YVELINES	MARLY-LE-ROI	78	16833
17712	60020	60620	GRAND EST	OISE	ANTILLY	60	175
17713	60020	60620	HAUTS-DE-FRANCE	OISE	ANTILLY	60	267
17714	57024	57640	GRAND EST	MOSELLE	ANTILLY	57	175
17715	57024	57640	HAUTS-DE-FRANCE	MOSELLE	ANTILLY	57	267
17716	35013	35600	BRETAGNE	ILLE-ET-VILAINE	BAINS-SUR-OUST	35	3637
17717	62293	62990	HAUTS-DE-FRANCE	PAS-DE-CALAIS	EMBRY	62	241
17718	50232	50570	NORMANDIE	MANCHE	HAUTEVILLE-LA-GUICHARD	50	487
17719	24511	24410	NOUVELLE-AQUITAINE	DORDOGNE	SAINT-VINCENT-JALMOUTIERS	24	254
17720	42069	42120	AUVERGNE-RHÔNE-ALPES	LOIRE	COMMELLE-VERNAY	42	3077
17721	02704	02300	HAUTS-DE-FRANCE	AISNE	SELENS	02	252
17722	33221	33190	NOUVELLE-AQUITAINE	GIRONDE	LAMOTHE-LANDERRON	33	1224
17723	76345	76440	NORMANDIE	SEINE-MARITIME	HAUSSEZ	76	283
17724	31179	31460	OCCITANIE	HAUTE-GARONNE	LE FAGET	31	353
17725	19081	19800	NOUVELLE-AQUITAINE	CORREZE	EYREIN	19	518
17726	17084	17240	NOUVELLE-AQUITAINE	CHARENTE-MARITIME	CHAMPAGNOLLES	17	670
17727	01354	01630	AUVERGNE-RHÔNE-ALPES	AIN	SAINT-GENIS-POUILLY	01	13434
17728	57318	57790	GRAND EST	MOSELLE	HERMELANGE	57	225
17729	77053	77170	ÎLE-DE-FRANCE	SEINE-ET-MARNE	BRIE-COMTE-ROBERT	77	18550
17730	2B002	20270	CORSE	HAUTE-CORSE	AGHIONE	2B	247
17731	74286	74360	AUVERGNE-RHÔNE-ALPES	HAUTE-SAVOIE	VACHERESSE	74	877
17732	74171	74140	AUVERGNE-RHÔNE-ALPES	HAUTE-SAVOIE	MASSONGY	74	1567
17733	42191	42520	AUVERGNE-RHÔNE-ALPES	LOIRE	ROISEY	42	986
17734	48117	48800	OCCITANIE	LOZERE	POURCHARESSES	48	122
17735	70004	70200	BOURGOGNE-FRANCHE-COMTÉ	HAUTE-SAONE	ADELANS-ET-LE-VAL-DE-BITHAINE	70	306
17736	45334	45260	CENTRE-VAL DE LOIRE	LOIRET	VIEILLES-MAISONS-SUR-JOUDRY	45	644
17737	68370	68820	GRAND EST	HAUT-RHIN	WILDENSTEIN	68	176
17738	38498	38300	AUVERGNE-RHÔNE-ALPES	ISERE	SUCCIEU	38	754
17739	27304	27720	NORMANDIE	EURE	GUERNY	27	173
17740	55242	55160	GRAND EST	MEUSE	HENNEMONT	55	115
17741	34266	34270	OCCITANIE	HERAULT	SAINT-JEAN-DE-CUCULLES	34	499
17742	51118	51370	GRAND EST	MARNE	CHAMPIGNY	51	1575
17743	51118	51370	BOURGOGNE-FRANCHE-COMTÉ	MARNE	CHAMPIGNY	51	2203
17744	89074	89340	GRAND EST	YONNE	CHAMPIGNY	89	1575
17745	89074	89340	BOURGOGNE-FRANCHE-COMTÉ	YONNE	CHAMPIGNY	89	2203
17746	01424	01390	AUVERGNE-RHÔNE-ALPES	AIN	TRAMOYES	01	1770
17747	35045	35550	BRETAGNE	ILLE-ET-VILAINE	BRUC-SUR-AFF	35	885
17748	14180	14700	NORMANDIE	CALVADOS	CORDEY	14	158
17749	69084	69820	AUVERGNE-RHÔNE-ALPES	RHONE	FLEURIE	69	1297
17750	39328	39260	BOURGOGNE-FRANCHE-COMTÉ	JURA	MEUSSIA	39	430
17751	37220	37500	CENTRE-VAL DE LOIRE	INDRE-ET-LOIRE	SAINT-GERMAIN-SUR-VIENNE	37	373
17752	34021	34360	OCCITANIE	HERAULT	BABEAU-BOULDOUX	34	302
17753	56240	56370	BRETAGNE	MORBIHAN	SARZEAU	56	8658
17754	54318	54460	GRAND EST	MEURTHE-ET-MOSELLE	LIVERDUN	54	6050
17755	07293	07130	AUVERGNE-RHÔNE-ALPES	ARDECHE	SAINT-ROMAIN-DE-LERPS	07	909
17756	59086	59299	HAUTS-DE-FRANCE	NORD	BOESCHEPE	59	2209
17757	53221	53600	PAYS DE LA LOIRE	MAYENNE	SAINT-GEORGES-SUR-ERVE	53	396
17758	27154	27220	NORMANDIE	EURE	CHAVIGNY-BAILLEUL	27	609
17759	70021	70200	BOURGOGNE-FRANCHE-COMTÉ	HAUTE-SAONE	ANDORNAY	70	200
17760	02482	02160	HAUTS-DE-FRANCE	AISNE	MEURIVAL	02	54
17761	91027	91200	ÎLE-DE-FRANCE	ESSONNE	ATHIS-MONS	91	35448
17762	21600	21320	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	SEMAREY	21	127
17763	21371	21130	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	LES MAILLYS	21	833
17764	26256	26170	AUVERGNE-RHÔNE-ALPES	DROME	PROPIAC	26	135
17765	73256	73140	AUVERGNE-RHÔNE-ALPES	SAVOIE	SAINT-MARTIN-D'ARC	73	353
17766	47062	47470	NOUVELLE-AQUITAINE	LOT-ET-GARONNE	CAUZAC	47	424
17767	76627	76170	NORMANDIE	SEINE-MARITIME	SAINT-NICOLAS-DE-LA-TAILLE	76	1633
17768	67141	67580	GRAND EST	BAS-RHIN	FORSTHEIM	67	595
17769	55106	55100	GRAND EST	MEUSE	CHATTANCOURT	55	185
17770	82170	82400	OCCITANIE	TARN-ET-GARONNE	SAINT-PAUL-D'ESPIS	82	591
17771	78291	78930	NORMANDIE	YVELINES	GUERVILLE	78	473
17772	78291	78930	ÎLE-DE-FRANCE	YVELINES	GUERVILLE	78	2200
17773	76333	76340	NORMANDIE	SEINE-MARITIME	GUERVILLE	76	473
17774	76333	76340	ÎLE-DE-FRANCE	SEINE-MARITIME	GUERVILLE	76	2200
17775	70077	70110	BOURGOGNE-FRANCHE-COMTÉ	HAUTE-SAONE	BOREY	70	230
17776	2B072	20215	CORSE	HAUTE-CORSE	CASALTA	2B	55
17777	37260	37120	CENTRE-VAL DE LOIRE	INDRE-ET-LOIRE	LA TOUR-SAINT-GELIN	37	528
17778	2A215	20131	CORSE	CORSE-DU-SUD	PIANOTTOLI-CALDARELLO	2A	911
17779	76209	76220	NORMANDIE	SEINE-MARITIME	DAMPIERRE-EN-BRAY	76	455
17780	88023	88500	GRAND EST	VOSGES	AVILLERS	88	125
17781	88023	88500	GRAND EST	VOSGES	AVILLERS	88	84
17782	54033	54490	GRAND EST	MEURTHE-ET-MOSELLE	AVILLERS	54	125
17783	54033	54490	GRAND EST	MEURTHE-ET-MOSELLE	AVILLERS	54	84
17784	32391	32480	OCCITANIE	GERS	SAINT-MARTIN-DE-GOYNE	32	132
17785	34210	34230	OCCITANIE	HERAULT	LE POUGET	34	2113
17786	66217	66300	OCCITANIE	PYRENEES-ORIENTALES	TROUILLAS	66	2147
17787	07175	07590	AUVERGNE-RHÔNE-ALPES	ARDECHE	LE PLAGNAL	07	81
17788	51647	51300	GRAND EST	MARNE	VITRY-EN-PERTHOIS	51	852
17789	15127	15500	AUVERGNE-RHÔNE-ALPES	CANTAL	MOLOMPIZE	15	287
17790	43014	43450	AUVERGNE-RHÔNE-ALPES	HAUTE-LOIRE	AUTRAC	43	62
17791	88056	88500	GRAND EST	VOSGES	BETTONCOURT	88	98
