	Code INSEE	Code Postal	Région	Département	Commune	Code département	Population totale
0	63402	63550	AUVERGNE-RHÔNE-ALPES	PUY-DE-DOME	SAINT-VICTOR-MONTVIANEIX	63	257
1	26027	26150	AUVERGNE-RHÔNE-ALPES	DROME	BARSAC	26	141
2	26027	26150	NOUVELLE-AQUITAINE	DROME	BARSAC	26	2089
3	33030	33720	AUVERGNE-RHÔNE-ALPES	GIRONDE	BARSAC	33	141
4	33030	33720	NOUVELLE-AQUITAINE	GIRONDE	BARSAC	33	2089
5	42205	42940	AUVERGNE-RHÔNE-ALPES	LOIRE	SAINT-BONNET-LE-COURREAU	42	703
6	69063	69660	AUVERGNE-RHÔNE-ALPES	RHONE	COLLONGES-AU-MONT-D'OR	69	4264
7	61502	61360	NORMANDIE	ORNE	VIDAI	61	97
8	68308	68290	GRAND EST	HAUT-RHIN	SICKERT	68	339
9	54013	54450	GRAND EST	MEURTHE-ET-MOSELLE	AMENONCOURT	54	82
10	58187	58440	BOURGOGNE-FRANCHE-COMTÉ	NIEVRE	MYENNES	58	533
11	28052	28130	CENTRE-VAL DE LOIRE	EURE-ET-LOIR	BOUGLAINVAL	28	775
12	65131	65350	OCCITANIE	HAUTES-PYRENEES	CASTELVIEILH	65	247
13	72062	72400	PAYS DE LA LOIRE	SARTHE	LA CHAPELLE-DU-BOIS	72	887
14	17109	17220	NOUVELLE-AQUITAINE	CHARENTE-MARITIME	CLAVETTE	17	1443
15	22391	22350	BRETAGNE	COTES-D'ARMOR	YVIGNAC-LA-TOUR	22	1163
16	15266	15130	AUVERGNE-RHÔNE-ALPES	CANTAL	YOLET	15	557
17	27205	27380	NORMANDIE	EURE	DOUVILLE-SUR-ANDELLE	27	452
18	11057	11420	OCCITANIE	AUDE	CAHUZAC	11	30
19	11057	11420	NOUVELLE-AQUITAINE	AUDE	CAHUZAC	11	312
20	11057	11420	OCCITANIE	AUDE	CAHUZAC	11	366
21	81049	81540	OCCITANIE	TARN	CAHUZAC	81	30
22	81049	81540	NOUVELLE-AQUITAINE	TARN	CAHUZAC	81	312
23	81049	81540	OCCITANIE	TARN	CAHUZAC	81	366
24	47044	47330	OCCITANIE	LOT-ET-GARONNE	CAHUZAC	47	30
25	47044	47330	NOUVELLE-AQUITAINE	LOT-ET-GARONNE	CAHUZAC	47	312
26	47044	47330	OCCITANIE	LOT-ET-GARONNE	CAHUZAC	47	366
27	64233	64330	NOUVELLE-AQUITAINE	PYRENEES-ATLANTIQUES	GARLIN	64	1394
28	52065	52110	GRAND EST	HAUTE-MARNE	BOUZANCOURT	52	66
29	21467	21310	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	OISILLY	21	132
30	08154	08260	GRAND EST	ARDENNES	ESTREBAY	08	80
31	14668	14330	NORMANDIE	CALVADOS	SAONNET	14	314
32	39237	39250	BOURGOGNE-FRANCHE-COMTÉ	JURA	FRAROZ	39	54
33	60494	60128	HAUTS-DE-FRANCE	OISE	PLAILLY	60	1913
34	38553	38090	AUVERGNE-RHÔNE-ALPES	ISERE	VILLEFONTAINE	38	19078
35	18224	18140	CENTRE-VAL DE LOIRE	CHER	SAINT-MARTIN-DES-CHAMPS	18	309
36	18224	18140	BRETAGNE	CHER	SAINT-MARTIN-DES-CHAMPS	18	4772
37	18224	18140	ÎLE-DE-FRANCE	CHER	SAINT-MARTIN-DES-CHAMPS	18	662
38	18224	18140	ÎLE-DE-FRANCE	CHER	SAINT-MARTIN-DES-CHAMPS	18	312
39	18224	18140	BOURGOGNE-FRANCHE-COMTÉ	CHER	SAINT-MARTIN-DES-CHAMPS	18	280
40	50516	50300	CENTRE-VAL DE LOIRE	MANCHE	SAINT-MARTIN-DES-CHAMPS	50	309
41	50516	50300	BRETAGNE	MANCHE	SAINT-MARTIN-DES-CHAMPS	50	4772
42	50516	50300	ÎLE-DE-FRANCE	MANCHE	SAINT-MARTIN-DES-CHAMPS	50	662
43	50516	50300	ÎLE-DE-FRANCE	MANCHE	SAINT-MARTIN-DES-CHAMPS	50	312
44	50516	50300	BOURGOGNE-FRANCHE-COMTÉ	MANCHE	SAINT-MARTIN-DES-CHAMPS	50	280
45	78565	78790	CENTRE-VAL DE LOIRE	YVELINES	SAINT-MARTIN-DES-CHAMPS	78	309
46	78565	78790	BRETAGNE	YVELINES	SAINT-MARTIN-DES-CHAMPS	78	4772
47	78565	78790	ÎLE-DE-FRANCE	YVELINES	SAINT-MARTIN-DES-CHAMPS	78	662
48	78565	78790	ÎLE-DE-FRANCE	YVELINES	SAINT-MARTIN-DES-CHAMPS	78	312
49	78565	78790	BOURGOGNE-FRANCHE-COMTÉ	YVELINES	SAINT-MARTIN-DES-CHAMPS	78	280
50	29254	29600	CENTRE-VAL DE LOIRE	FINISTERE	SAINT-MARTIN-DES-CHAMPS	29	309
51	29254	29600	BRETAGNE	FINISTERE	SAINT-MARTIN-DES-CHAMPS	29	4772
52	29254	29600	ÎLE-DE-FRANCE	FINISTERE	SAINT-MARTIN-DES-CHAMPS	29	662
53	29254	29600	ÎLE-DE-FRANCE	FINISTERE	SAINT-MARTIN-DES-CHAMPS	29	312
54	29254	29600	BOURGOGNE-FRANCHE-COMTÉ	FINISTERE	SAINT-MARTIN-DES-CHAMPS	29	280
55	89352	89170	CENTRE-VAL DE LOIRE	YONNE	SAINT-MARTIN-DES-CHAMPS	89	309
56	89352	89170	BRETAGNE	YONNE	SAINT-MARTIN-DES-CHAMPS	89	4772
57	89352	89170	ÎLE-DE-FRANCE	YONNE	SAINT-MARTIN-DES-CHAMPS	89	662
58	89352	89170	ÎLE-DE-FRANCE	YONNE	SAINT-MARTIN-DES-CHAMPS	89	312
59	89352	89170	BOURGOGNE-FRANCHE-COMTÉ	YONNE	SAINT-MARTIN-DES-CHAMPS	89	280
60	77423	77320	CENTRE-VAL DE LOIRE	SEINE-ET-MARNE	SAINT-MARTIN-DES-CHAMPS	77	309
61	77423	77320	BRETAGNE	SEINE-ET-MARNE	SAINT-MARTIN-DES-CHAMPS	77	4772
62	77423	77320	ÎLE-DE-FRANCE	SEINE-ET-MARNE	SAINT-MARTIN-DES-CHAMPS	77	662
63	77423	77320	ÎLE-DE-FRANCE	SEINE-ET-MARNE	SAINT-MARTIN-DES-CHAMPS	77	312
64	77423	77320	BOURGOGNE-FRANCHE-COMTÉ	SEINE-ET-MARNE	SAINT-MARTIN-DES-CHAMPS	77	280
65	50219	50200	NORMANDIE	MANCHE	GRATOT	50	673
66	60410	60400	HAUTS-DE-FRANCE	OISE	MONDESCOURT	60	253
67	60348	60400	HAUTS-DE-FRANCE	OISE	LARBROYE	60	523
68	34294	34400	OCCITANIE	HERAULT	SATURARGUES	34	1008
69	04233	04200	PROVENCE-ALPES-CÔTE D'AZUR	ALPES-DE-HAUTE-PROVENCE	VAUMEILH	04	273
70	50029	50720	NORMANDIE	MANCHE	BARENTON	50	1236
71	43047	43150	AUVERGNE-RHÔNE-ALPES	HAUTE-LOIRE	CHADRON	43	320
72	91378	91730	ÎLE-DE-FRANCE	ESSONNE	MAUCHAMPS	91	281
73	32209	32400	OCCITANIE	GERS	LELIN-LAPUJOLLE	32	283
74	41039	41500	CENTRE-VAL DE LOIRE	LOIR-ET-CHER	LA CHAPELLE-SAINT-MARTIN-EN-PLAINE	41	736
75	22284	22480	BRETAGNE	COTES-D'ARMOR	SAINT-CONNAN	22	302
76	52468	52700	GRAND EST	HAUTE-MARNE	SEMILLY	52	113
77	08386	08300	GRAND EST	ARDENNES	SAINT-LOUP-EN-CHAMPAGNE	08	340
78	80161	80132	HAUTS-DE-FRANCE	SOMME	CAHON	80	209
79	45253	45300	CENTRE-VAL DE LOIRE	LOIRET	PITHIVIERS-LE-VIEIL	45	1833
80	31069	31700	OCCITANIE	HAUTE-GARONNE	BLAGNAC	31	25633
81	01007	01500	AUVERGNE-RHÔNE-ALPES	AIN	AMBRONAY	01	2878
82	18172	18200	CENTRE-VAL DE LOIRE	CHER	ORVAL	18	1850
83	50388	50660	CENTRE-VAL DE LOIRE	MANCHE	ORVAL	50	1850
84	51340	51300	GRAND EST	MARNE	MAISONS-EN-CHAMPAGNE	51	549
85	50134	50420	AUVERGNE-RHÔNE-ALPES	MANCHE	CHEVRY	50	2023
86	01103	01170	AUVERGNE-RHÔNE-ALPES	AIN	CHEVRY	01	2023
87	51443	51260	GRAND EST	MARNE	POTANGIS	51	129
88	74036	74290	AUVERGNE-RHÔNE-ALPES	HAUTE-SAVOIE	BLUFFY	74	395
89	13021	13620	PROVENCE-ALPES-CÔTE D'AZUR	BOUCHES-DU-RHONE	CARRY-LE-ROUET	13	5884
90	21574	21610	BOURGOGNE-FRANCHE-COMTÉ	COTE-D'OR	SAINT-SEINE-SUR-VINGEANNE	21	399
91	67109	67270	GRAND EST	BAS-RHIN	DURNINGEN	67	661
92	77243	77400	ÎLE-DE-FRANCE	SEINE-ET-MARNE	LAGNY-SUR-MARNE	77	21580
93	24303	24320	NOUVELLE-AQUITAINE	DORDOGNE	NANTEUIL-AURIAC-DE-BOURZAC	24	232
94	14626	14100	NORMANDIE	CALVADOS	SAINT-MARTIN-DE-MAILLOC	14	933
95	72303	72440	PAYS DE LA LOIRE	SARTHE	SAINT-MICHEL-DE-CHAVAIGNES	72	744
96	38540	38113	AUVERGNE-RHÔNE-ALPES	ISERE	VEUREY-VOROIZE	38	1462
97	68177	68610	GRAND EST	HAUT-RHIN	LAUTENBACH	68	1536
98	57493	57260	GRAND EST	MOSELLE	MULCEY	57	216
99	84113	84760	PROVENCE-ALPES-CÔTE D'AZUR	VAUCLUSE	SAINT-MARTIN-DE-LA-BRASQUE	84	849
100	04037	04250	PROVENCE-ALPES-CÔTE D'AZUR	ALPES-DE-HAUTE-PROVENCE	LE CAIRE	04	76
101	26335	26770	AUVERGNE-RHÔNE-ALPES	DROME	SALLES-SOUS-BOIS	26	195
102	58023	58190	BOURGOGNE-FRANCHE-COMTÉ	NIEVRE	BAZOCHES	58	181
103	76046	76116	NORMANDIE	SEINE-MARITIME	AUZOUVILLE-SUR-RY	76	727
104	69217	69870	AUVERGNE-RHÔNE-ALPES	RHONE	SAINT-JUST-D'AVRAY	69	769
105	76217	76200	NORMANDIE	SEINE-MARITIME	DIEPPE	76	29039
106	52009	52360	GRAND EST	HAUTE-MARNE	ANDILLY-EN-BASSIGNY	52	107
107	39051	39290	BOURGOGNE-FRANCHE-COMTÉ	JURA	BIARNE	39	413
108	97302	97300	GUYANE	GUYANE	CAYENNE	97	64018
109	71459	71640	BOURGOGNE-FRANCHE-COMTÉ	SAONE-ET-LOIRE	SAINT-MARTIN-SOUS-MONTAIGU	71	361
110	85287	85390	PAYS DE LA LOIRE	VENDEE	TALLUD-SAINTE-GEMME	85	472
111	77414	77160	ÎLE-DE-FRANCE	SEINE-ET-MARNE	SAINT-HILLIERS	77	484
112	50077	50110	NORMANDIE	MANCHE	BRETTEVILLE	50	1100
113	35317	35630	CENTRE-VAL DE LOIRE	ILLE-ET-VILAINE	SAINT-SYMPHORIEN	35	136
114	35317	35630	NORMANDIE	ILLE-ET-VILAINE	SAINT-SYMPHORIEN	35	490
115	35317	35630	NOUVELLE-AQUITAINE	ILLE-ET-VILAINE	SAINT-SYMPHORIEN	35	1866
116	35317	35630	BRETAGNE	ILLE-ET-VILAINE	SAINT-SYMPHORIEN	35	655
117	35317	35630	PAYS DE LA LOIRE	ILLE-ET-VILAINE	SAINT-SYMPHORIEN	35	549
118	35317	35630	NOUVELLE-AQUITAINE	ILLE-ET-VILAINE	SAINT-SYMPHORIEN	35	1998
119	72321	72240	CENTRE-VAL DE LOIRE	SARTHE	SAINT-SYMPHORIEN	72	136
120	72321	72240	NORMANDIE	SARTHE	SAINT-SYMPHORIEN	72	490
121	72321	72240	NOUVELLE-AQUITAINE	SARTHE	SAINT-SYMPHORIEN	72	1866
122	72321	72240	BRETAGNE	SARTHE	SAINT-SYMPHORIEN	72	655
123	72321	72240	PAYS DE LA LOIRE	SARTHE	SAINT-SYMPHORIEN	72	549
124	72321	72240	NOUVELLE-AQUITAINE	SARTHE	SAINT-SYMPHORIEN	72	1998
125	48184	48600	CENTRE-VAL DE LOIRE	LOZERE	SAINT-SYMPHORIEN	48	136
126	48184	48600	NORMANDIE	LOZERE	SAINT-SYMPHORIEN	48	490
127	48184	48600	NOUVELLE-AQUITAINE	LOZERE	SAINT-SYMPHORIEN	48	1866
128	48184	48600	BRETAGNE	LOZERE	SAINT-SYMPHORIEN	48	655
129	48184	48600	PAYS DE LA LOIRE	LOZERE	SAINT-SYMPHORIEN	48	549
130	48184	48600	NOUVELLE-AQUITAINE	LOZERE	SAINT-SYMPHORIEN	48	1998
131	27606	27500	CENTRE-VAL DE LOIRE	EURE	SAINT-SYMPHORIEN	27	136
132	27606	27500	NORMANDIE	EURE	SAINT-SYMPHORIEN	27	490
133	27606	27500	NOUVELLE-AQUITAINE	EURE	SAINT-SYMPHORIEN	27	1866
134	27606	27500	BRETAGNE	EURE	SAINT-SYMPHORIEN	27	655
135	27606	27500	PAYS DE LA LOIRE	EURE	SAINT-SYMPHORIEN	27	549
136	27606	27500	NOUVELLE-AQUITAINE	EURE	SAINT-SYMPHORIEN	27	1998
137	33484	33113	CENTRE-VAL DE LOIRE	GIRONDE	SAINT-SYMPHORIEN	33	136
138	33484	33113	NORMANDIE	GIRONDE	SAINT-SYMPHORIEN	33	490
139	33484	33113	NOUVELLE-AQUITAINE	GIRONDE	SAINT-SYMPHORIEN	33	1866
140	33484	33113	BRETAGNE	GIRONDE	SAINT-SYMPHORIEN	33	655
141	33484	33113	PAYS DE LA LOIRE	GIRONDE	SAINT-SYMPHORIEN	33	549
142	33484	33113	NOUVELLE-AQUITAINE	GIRONDE	SAINT-SYMPHORIEN	33	1998
143	79298	79270	CENTRE-VAL DE LOIRE	DEUX-SEVRES	SAINT-SYMPHORIEN	79	136
144	79298	79270	NORMANDIE	DEUX-SEVRES	SAINT-SYMPHORIEN	79	490
145	79298	79270	NOUVELLE-AQUITAINE	DEUX-SEVRES	SAINT-SYMPHORIEN	79	1866
146	79298	79270	BRETAGNE	DEUX-SEVRES	SAINT-SYMPHORIEN	79	655
147	79298	79270	PAYS DE LA LOIRE	DEUX-SEVRES	SAINT-SYMPHORIEN	79	549
148	79298	79270	NOUVELLE-AQUITAINE	DEUX-SEVRES	SAINT-SYMPHORIEN	79	1998
149	18236	18190	CENTRE-VAL DE LOIRE	CHER	SAINT-SYMPHORIEN	18	136
150	18236	18190	NORMANDIE	CHER	SAINT-SYMPHORIEN	18	490
151	18236	18190	NOUVELLE-AQUITAINE	CHER	SAINT-SYMPHORIEN	18	1866
152	18236	18190	BRETAGNE	CHER	SAINT-SYMPHORIEN	18	655
153	18236	18190	PAYS DE LA LOIRE	CHER	SAINT-SYMPHORIEN	18	549
154	18236	18190	NOUVELLE-AQUITAINE	CHER	SAINT-SYMPHORIEN	18	1998
155	60388	60112	GRAND EST	OISE	MARTINCOURT	60	97
156	60388	60112	HAUTS-DE-FRANCE	OISE	MARTINCOURT	60	136
157	54355	54380	GRAND EST	MEURTHE-ET-MOSELLE	MARTINCOURT	54	97
158	54355	54380	HAUTS-DE-FRANCE	MEURTHE-ET-MOSELLE	MARTINCOURT	54	136
159	16237	16460	NOUVELLE-AQUITAINE	CHARENTE	MOUTON	16	225
160	01202	01150	AUVERGNE-RHÔNE-ALPES	AIN	LAGNIEU	01	7322
161	81184	81170	OCCITANIE	TARN	MONTROSIER	81	35
162	12018	12260	OCCITANIE	AVEYRON	BALAGUIER-D'OLT	12	179
163	77214	77410	ÎLE-DE-FRANCE	SEINE-ET-MARNE	GRESSY	77	834
164	19244	19250	NOUVELLE-AQUITAINE	CORREZE	SAINT-SULPICE-LES-BOIS	19	86
165	04017	04140	PROVENCE-ALPES-CÔTE D'AZUR	ALPES-DE-HAUTE-PROVENCE	AUZET	04	103
166	78297	78280	ÎLE-DE-FRANCE	YVELINES	GUYANCOURT	78	29761
167	24521	24420	NOUVELLE-AQUITAINE	DORDOGNE	SARLIAC-SUR-L'ISLE	24	1043
168	57763	57260	GRAND EST	MOSELLE	ZOMMANGE	57	47
169	89373	89100	BOURGOGNE-FRANCHE-COMTÉ	YONNE	SALIGNY	89	676
170	85279	85170	BOURGOGNE-FRANCHE-COMTÉ	VENDEE	SALIGNY	85	676
171	25026	25270	BOURGOGNE-FRANCHE-COMTÉ	DOUBS	ARC-SOUS-MONTENOT	25	209
172	84080	84170	PROVENCE-ALPES-CÔTE D'AZUR	VAUCLUSE	MONTEUX	84	13094
173	57666	57180	GRAND EST	MOSELLE	TERVILLE	57	7210
174	71050	71520	BOURGOGNE-FRANCHE-COMTÉ	SAONE-ET-LOIRE	BOURGVILAIN	71	342
175	73216	73730	AUVERGNE-RHÔNE-ALPES	SAVOIE	ROGNAIX	73	490
176	36158	36200	CENTRE-VAL DE LOIRE	INDRE	BADECON-LE-PIN	36	768
177	57543	57120	GRAND EST	MOSELLE	PIERREVILLERS	57	1531
178	38394	38840	AUVERGNE-RHÔNE-ALPES	ISERE	SAINT-HILAIRE-DU-ROSIER	38	1900
179	81040	81440	NOUVELLE-AQUITAINE	TARN	BROUSSE	81	28
180	81040	81440	AUVERGNE-RHÔNE-ALPES	TARN	BROUSSE	81	342
181	81040	81440	OCCITANIE	TARN	BROUSSE	81	434
182	23034	23700	NOUVELLE-AQUITAINE	CREUSE	BROUSSE	23	28
183	23034	23700	AUVERGNE-RHÔNE-ALPES	CREUSE	BROUSSE	23	342
184	23034	23700	OCCITANIE	CREUSE	BROUSSE	23	434
185	63056	63490	NOUVELLE-AQUITAINE	PUY-DE-DOME	BROUSSE	63	28
186	63056	63490	AUVERGNE-RHÔNE-ALPES	PUY-DE-DOME	BROUSSE	63	342
187	63056	63490	OCCITANIE	PUY-DE-DOME	BROUSSE	63	434
188	82027	82370	OCCITANIE	TARN-ET-GARONNE	CAMPSAS	82	1410
189	50032	50810	NORMANDIE	MANCHE	LA BARRE-DE-SEMILLY	50	1060
190	68303	68130	GRAND EST	HAUT-RHIN	SCHWOBEN	68	236
191	72026	72110	PAYS DE LA LOIRE	SARTHE	BEAUFAY	72	1515
192	24040	24220	NOUVELLE-AQUITAINE	DORDOGNE	BEYNAC-ET-CAZENAC	24	555
193	26064	26120	AUVERGNE-RHÔNE-ALPES	DROME	CHABEUIL	26	7049
194	72119	72240	PAYS DE LA LOIRE	SARTHE	DOMFRONT-EN-CHAMPAGNE	72	1060
195	68118	68440	GRAND EST	HAUT-RHIN	HABSHEIM	68	5033
196	64005	64360	NOUVELLE-AQUITAINE	PYRENEES-ATLANTIQUES	ABOS	64	552
197	83103	83200	PROVENCE-ALPES-CÔTE D'AZUR	VAR	LE REVEST-LES-EAUX	83	3972
198	57229	57830	GRAND EST	MOSELLE	FOULCREY	57	163
199	91386	91540	ÎLE-DE-FRANCE	ESSONNE	MENNECY	91	14961
200	32224	32310	OCCITANIE	GERS	MAIGNAUT-TAUZIA	32	249
201	70577	70200	BOURGOGNE-FRANCHE-COMTÉ	HAUTE-SAONE	VOUHENANS	70	385
202	49280	49250	NOUVELLE-AQUITAINE	MAINE-ET-LOIRE	SAINT-GEORGES-DU-BOIS	49	1801
203	49280	49250	PAYS DE LA LOIRE	MAINE-ET-LOIRE	SAINT-GEORGES-DU-BOIS	49	2177
204	72280	72700	NOUVELLE-AQUITAINE	SARTHE	SAINT-GEORGES-DU-BOIS	72	1801
205	72280	72700	PAYS DE LA LOIRE	SARTHE	SAINT-GEORGES-DU-BOIS	72	2177
206	17338	17700	NOUVELLE-AQUITAINE	CHARENTE-MARITIME	SAINT-GEORGES-DU-BOIS	17	1801
207	17338	17700	PAYS DE LA LOIRE	CHARENTE-MARITIME	SAINT-GEORGES-DU-BOIS	17	2177
208	45244	45570	CENTRE-VAL DE LOIRE	LOIRET	OUZOUER-SUR-LOIRE	45	2773
209	15128	15240	AUVERGNE-RHÔNE-ALPES	CANTAL	LA MONSELIE	15	119
210	02763	02220	HAUTS-DE-FRANCE	AISNE	VASSENY	02	219
211	62055	62890	HAUTS-DE-FRANCE	PAS-DE-CALAIS	AUDREHEM	62	554
212	32318	32500	OCCITANIE	GERS	PIS	32	113
213	12135	12270	OCCITANIE	AVEYRON	LUNAC	12	454
214	91619	91730	ÎLE-DE-FRANCE	ESSONNE	TORFOU	91	283
215	49350	49660	ÎLE-DE-FRANCE	MAINE-ET-LOIRE	TORFOU	49	283
216	89425	89570	BOURGOGNE-FRANCHE-COMTÉ	YONNE	TURNY	89	699
217	08398	08130	GRAND EST	ARDENNES	SAINTE-VAUBOURG	08	90
218	60373	60150	HAUTS-DE-FRANCE	OISE	MACHEMONT	60	767
219	59597	59554	HAUTS-DE-FRANCE	NORD	TILLOY-LEZ-CAMBRAI	59	632
220	29180	29800	BRETAGNE	FINISTERE	PLOUDIRY	29	956
221	17346	17430	OCCITANIE	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	440
222	17346	17430	AUVERGNE-RHÔNE-ALPES	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	113
223	17346	17430	NOUVELLE-AQUITAINE	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	1461
224	17346	17430	BOURGOGNE-FRANCHE-COMTÉ	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	907
225	17346	17430	NOUVELLE-AQUITAINE	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	132
226	17346	17430	CENTRE-VAL DE LOIRE	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	643
227	17346	17430	OCCITANIE	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	3161
228	17346	17430	GRAND EST	CHARENTE-MARITIME	SAINT-HIPPOLYTE	17	1019
229	37221	37600	OCCITANIE	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	440
230	37221	37600	AUVERGNE-RHÔNE-ALPES	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	113
231	37221	37600	NOUVELLE-AQUITAINE	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	1461
232	37221	37600	BOURGOGNE-FRANCHE-COMTÉ	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	907
233	37221	37600	NOUVELLE-AQUITAINE	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	132
234	37221	37600	CENTRE-VAL DE LOIRE	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	643
235	37221	37600	OCCITANIE	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	3161
236	37221	37600	GRAND EST	INDRE-ET-LOIRE	SAINT-HIPPOLYTE	37	1019
237	33420	33330	OCCITANIE	GIRONDE	SAINT-HIPPOLYTE	33	440
238	33420	33330	AUVERGNE-RHÔNE-ALPES	GIRONDE	SAINT-HIPPOLYTE	33	113
239	33420	33330	NOUVELLE-AQUITAINE	GIRONDE	SAINT-HIPPOLYTE	33	1461
240	33420	33330	BOURGOGNE-FRANCHE-COMTÉ	GIRONDE	SAINT-HIPPOLYTE	33	907
241	33420	33330	NOUVELLE-AQUITAINE	GIRONDE	SAINT-HIPPOLYTE	33	132
242	33420	33330	CENTRE-VAL DE LOIRE	GIRONDE	SAINT-HIPPOLYTE	33	643
243	33420	33330	OCCITANIE	GIRONDE	SAINT-HIPPOLYTE	33	3161
244	33420	33330	GRAND EST	GIRONDE	SAINT-HIPPOLYTE	33	1019
245	12226	12140	OCCITANIE	AVEYRON	SAINT-HIPPOLYTE	12	440
246	12226	12140	AUVERGNE-RHÔNE-ALPES	AVEYRON	SAINT-HIPPOLYTE	12	113
247	12226	12140	NOUVELLE-AQUITAINE	AVEYRON	SAINT-HIPPOLYTE	12	1461
248	12226	12140	BOURGOGNE-FRANCHE-COMTÉ	AVEYRON	SAINT-HIPPOLYTE	12	907
249	12226	12140	NOUVELLE-AQUITAINE	AVEYRON	SAINT-HIPPOLYTE	12	132
250	12226	12140	CENTRE-VAL DE LOIRE	AVEYRON	SAINT-HIPPOLYTE	12	643
251	12226	12140	OCCITANIE	AVEYRON	SAINT-HIPPOLYTE	12	3161
252	12226	12140	GRAND EST	AVEYRON	SAINT-HIPPOLYTE	12	1019
253	66176	66510	OCCITANIE	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	440
254	66176	66510	AUVERGNE-RHÔNE-ALPES	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	113
255	66176	66510	NOUVELLE-AQUITAINE	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	1461
256	66176	66510	BOURGOGNE-FRANCHE-COMTÉ	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	907
257	66176	66510	NOUVELLE-AQUITAINE	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	132
258	66176	66510	CENTRE-VAL DE LOIRE	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	643
259	66176	66510	OCCITANIE	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	3161
260	66176	66510	GRAND EST	PYRENEES-ORIENTALES	SAINT-HIPPOLYTE	66	1019
261	68296	68590	OCCITANIE	HAUT-RHIN	SAINT-HIPPOLYTE	68	440
262	68296	68590	AUVERGNE-RHÔNE-ALPES	HAUT-RHIN	SAINT-HIPPOLYTE	68	113
263	68296	68590	NOUVELLE-AQUITAINE	HAUT-RHIN	SAINT-HIPPOLYTE	68	1461
264	68296	68590	BOURGOGNE-FRANCHE-COMTÉ	HAUT-RHIN	SAINT-HIPPOLYTE	68	907
265	68296	68590	NOUVELLE-AQUITAINE	HAUT-RHIN	SAINT-HIPPOLYTE	68	132
266	68296	68590	CENTRE-VAL DE LOIRE	HAUT-RHIN	SAINT-HIPPOLYTE	68	643
267	68296	68590	OCCITANIE	HAUT-RHIN	SAINT-HIPPOLYTE	68	3161
268	68296	68590	GRAND EST	HAUT-RHIN	SAINT-HIPPOLYTE	68	1019
269	15190	15400	OCCITANIE	CANTAL	SAINT-HIPPOLYTE	15	440
270	15190	15400	AUVERGNE-RHÔNE-ALPES	CANTAL	SAINT-HIPPOLYTE	15	113
271	15190	15400	NOUVELLE-AQUITAINE	CANTAL	SAINT-HIPPOLYTE	15	1461
272	15190	15400	BOURGOGNE-FRANCHE-COMTÉ	CANTAL	SAINT-HIPPOLYTE	15	907
273	15190	15400	NOUVELLE-AQUITAINE	CANTAL	SAINT-HIPPOLYTE	15	132
274	15190	15400	CENTRE-VAL DE LOIRE	CANTAL	SAINT-HIPPOLYTE	15	643
275	15190	15400	OCCITANIE	CANTAL	SAINT-HIPPOLYTE	15	3161
276	15190	15400	GRAND EST	CANTAL	SAINT-HIPPOLYTE	15	1019
277	25519	25190	OCCITANIE	DOUBS	SAINT-HIPPOLYTE	25	440
278	25519	25190	AUVERGNE-RHÔNE-ALPES	DOUBS	SAINT-HIPPOLYTE	25	113
279	25519	25190	NOUVELLE-AQUITAINE	DOUBS	SAINT-HIPPOLYTE	25	1461
280	25519	25190	BOURGOGNE-FRANCHE-COMTÉ	DOUBS	SAINT-HIPPOLYTE	25	907
281	25519	25190	NOUVELLE-AQUITAINE	DOUBS	SAINT-HIPPOLYTE	25	132
282	25519	25190	CENTRE-VAL DE LOIRE	DOUBS	SAINT-HIPPOLYTE	25	643
283	25519	25190	OCCITANIE	DOUBS	SAINT-HIPPOLYTE	25	3161
284	25519	25190	GRAND EST	DOUBS	SAINT-HIPPOLYTE	25	1019
285	25105	25320	BOURGOGNE-FRANCHE-COMTÉ	DOUBS	BYANS-SUR-DOUBS	25	582
286	02224	02220	HAUTS-DE-FRANCE	AISNE	COURCELLES-SUR-VESLE	02	353
287	30082	30870	OCCITANIE	GARD	CLARENSAC	30	4333
288	60062	60640	HAUTS-DE-FRANCE	OISE	BERLANCOURT	60	100
