ordre;rd;plod;absd;plof;absf;localisation;plo;abs;annee;tv;pl;pl0;tv_s1;tv_s2;cl_trafic;generation
1488;D245;;;;;;0.0;50;2007;2273;;;;;;-3
1492;D246;;;;;LA VEZE vers SAONE;;;2017;4404;42;0.00953678474114;3155;1249;T5;-1
1494;D246;;;;;;4.0;0;2007;1854;;;;;;-3
1495;D247;0;0;1;1276;de RD480 (Glay) à Dannemarie (PR fin);1.0;0;2017;287;10;0.0348432055749;142;145;T5;-1
1497;D248;;;;;OYE ET PALET vers LA PLANEE;;;2017;336;12;0.0357142857143;173;163;T5;-1
1501;D248;;;;;;5.0;50;2009;524;33;0.0629770992366;;;T5;-2
1504;D248;;;;;;12.0;0;2009;339;22;0.0648967551622;;;T5;-2
1505;D248;;;;;;12.0;0;2003;465;;;;;;-3
1506;D248;13;137;14;432;de RD248E (Bannans) à RD471 (Bulle);14.0;0;2014;1012;134;0.132411067194;434;578;T3-;-1
1508;D248;;;;;;14.0;0;2009;893;124;0.138857782755;432;461;;-3
1510;D248E;;;;;;;;2013;252;8;0.031746031746;40;212;;-4
1511;D249;;;;;RD 11 vers ETRABONNE (Etrabonne);;;2017;533;12;0.0225140712946;274;259;T5;-1
1512;D250;0;0;0;965;de RD228E à RD37 (Raynans);0.0;960;2015;286;16;0.0559440559441;124;162;T5;-1
1514;D251A;;;;;ARCON vers LIEVREMONT;;;2017;336;12;0.039;173;163;T5;-1
1515;D251A;;;;;;;;2013;279;23;0.0824372759857;134;145;;-2
1516;D252;0;0;3;128;de RD50 (par Rillans)  à RD113 (Verne);0.0;100;2015;178;20;0.112359550562;99;79;T5;-1
1517;D253;0;0;3;353;de RD34 (Seloncourt) à RD480 (Vandoncourt);1.0;50;2014;1231;32;0.0259951259139;627;604;T5;-1
1518;D253;;;;;;1.0;50;2010;980;;;;;;-2
1520;D254;;;;;RD 437 vers VILLEDIEU;;;2017;286;11;0.0384615384615;145;141;T5;-1
1522;D255;0;0;2;317;de RD137 à RD343 (Valoreille);1.0;0;2017;124;8;0.0645161290323;65;59;T5;-1
1523;D255;0;0;2;317;;;;2013;101;9;0.0891089108911;49;52;;-2
1533;D258;0;0;0;956;de RD461 au Gouffre de Poudrey;0.0;900;2015;691;37;0.0535455861071;358;333;T5;-1
1534;D259;0;0;5;511;de RD41 (Ouhans) à RD48 (Bians-les-Usiers);4.0;0;2016;674;27;0.040059347181;340;335;T5;-1
1535;D259;;;;;;4.0;0;2010;652;48;0.0736196319018;;;;-2
1539;D261;0;0;1;545;de RD683 à Fourbanne;0.0;500;2015;406;43;0.105911330049;203;203;T5;-1
1541;D263;;;;;RD 67  vers PLACEY (Placey);;;2017;907;9;0.00992282249173;445;462;T5;-1
1544;D265;;;;;;2.0;10;2009;199;13;0.0653266331658;;;T5;-2
1547;D265;;;;;;5.0;60;2009;207;13;0.0628019323671;;;T5;-2
1548;D265;;;;;;5.0;60;2003;239;;;;;;-3
1550;D266;;;;;;2.0;0;2010;1886;140;0.0742311770944;;;;-2
1552;D266;4;98;7;873;de Deluz à RD30 (Laissey);5.0;0;2014;1070;31;0.0289719626168;528;542;T5;-1
1553;D266;;;;;;5.0;0;2010;1093;;;;;;-2
1557;D270;0;0;0;804;de RD464 à Gennes;0.0;800;2015;1335;46;0.034456928839;706;629;T5;-1
1562;D271;;;;;;8.0;0;2009;608;39;0.0641447368421;;;T5;-2
1567;D274;0;0;2;580;de RD32 à RD275 ( Vanclans);0.0;500;2015;497;27;0.0543259557344;248;249;T5;-1
1568;D275;0;0;1;946;de RD32 à RD274 (Rantechaux);0.0;900;2015;314;11;0.0350318471338;153;161;T5;-1
1571;D277;0;0;2;341;de RN83 (Sechin) à RD277 (Ougney-Douvot);0.0;50;2009;264;17;0.0643939393939;;;T5;-1
1572;D277;0;0;2;341;;0.0;50;2003;255;;;;;;-2
1574;D277;;;;;RD 30 vers RD 277A;;;2017;289;4;0.013;139;150;T5;-1
1576;D277;;;;;;3.0;0;2006;310;;;;;;-2
1577;D277;;;;;RD 277A vers RD 50;;;2017;133;4;0.03;65;68;T5;-1
1581;D278;0;0;2;388;de RD437 (Vieux-Charmont) à la zone de loisir;2.0;0;2017;2182;11;0.00504124656279;1085;1097;T5;-1
1583;D278;0;0;2;388;;2.0;0;2007;3900;;;;;;-3
1585;D278;;;;;;3.0;50;2008;849;;;;;;-2
1588;D280;0;0;9;487;de RD387 (Charbonnières-les-Sapins) à RD67;7.0;0;2017;153;7;0.0457516339869;74;79;T5;-1
1590;D280;;;;;;7.0;0;2005;148;;;;;;-3
1594;D281;;;;;;1.0;0;2007;319;29;0.0909090909091;160;159;;-3
1595;D282;0;0;1;827;de RD117 à Pompierre-sur-Doubs;1.0;0;2016;646;32;0.0495356037152;312;334;T5;-1
1609;D289;0;0;2;984;de RD201 à RD437B (Fessevillers);1.0;0;2017;605;9;0.0148760330579;316;289;T5;-1
1610;D289;;;;;;1.0;0;2013;709;18;0.0253878702398;363;346;T5;
1613;D293;;;;;RD 464 vers BATTENANS;;;2017;122;13;0.098;60;61;T5;-1
1614;D293;;;;;;1.0;0;2013;203;13;0.064039408867;110;93;;-2
1620;D295;;;;;;4.0;0;2004;336;;;;;;-3
1623;D297;;;;;;2.0;0;2007;1336;;;;;;-3
1624;D298;0;0;6;380;de RD33 (Arcey) à RD460 (Lougres);5.0;0;2014;569;32;0.0562390158172;271;298;T5;-1
1628;D300;0;0;1;595;de RD108 à Tallenay;1.0;0;2014;1292;47;0.0363777089783;646;646;T5;-1
1635;D306;;;;;RD 21 vers RD 464(Guillon les Bains);;;2017;373;6;0.0160857908847;194;179;T5;-1
1637;D308;;;;;RD 104 vers LARNOD;;;2017;465;10;0.0215053763441;164;301;T5;-1
1639;D309;0;0;0;1409;de RD201 à Belfays;0.0;500;2016;353;22;0.0623229461756;177;176;T5;-1
1640;D310;;;;;RD 464 vers VAUCLUSE;;;2017;129;4;0.031;61;68;T5;-1
1644;D311;;;;;;3.0;0;2007;664;;;;;;-3
1648;D312A;;;;;RD 312 vers FEULE;;;2017;411;16;0.0389294403893;241;170;T5;-1
1651;D314;;;;;RD 70 vers CHAMPVANS LES MOULINS;;;2017;637;13;0.0204081632653;327;310;T5;-1
1652;D315;;;;;RD 673 vers DANNEMARIE SUR CRETE;;;2017;1751;201;0.114791547687;876;875;T3+;-1
1653;D316;;;;;RD 663 vers La Prétiére/Blussangeaux;;;2017;2326;79;0.0339638865004;1114;1212;T4;-1
1656;D317;;;;;;2.0;0;2004;353;;;;;;-3
1659;D317;;;;;;4.0;0;2004;675;;;331;344;;-3
1660;D318;0;0;1;155;de RD48 aux Combes (PR fin);1.0;0;2017;587;14;0.0238500851789;294;293;T5;-1
1669;D323;0;0;6;612;;4.0;0;2013;398;16;0.0402010050251;179;219;T5;-1
1672;D324;0;0;3;883;;1.0;0;2013;136;6;0.0441176470588;68;68;;
1673;D325;;;;;RD 486 vers MONTAGNEY;;;2017;669;13;0.0194319880419;324;345;T5;-1
1674;D326;0;0;3;217;de RD33 (Bart) à RD37 (Allondans);0.0;100;2016;1490;56;0.0375838926174;766;724;T4;-1
1675;D326;;;;;;0.0;100;2011;1153;86;0.0745880312229;;;;-2
1679;D328;;;;;BOIS LA VILLE vers RD 683;;;2017;484;15;0.0309917355372;266;218;T5;-1
1684;D329A;;;;;;5.0;0;2010;717;42;0.0585774058577;;;;-2
1685;D329A;;;;;;5.0;0;2006;748;;;;;;-3
1686;D329A;4;287;6;397;de ZI du Bas de la Chaux à RD461;6.0;500;2016;1148;155;0.135017421603;566;582;T3-;-1
1689;D329A;6;397;7;838;de RD461 (Bas de la Chaux) à la carrière;7.0;0;2016;1080;370;0.342592592593;459;621;T2-;-1
1692;D329A;7;838;12;709;de la carrière à RD311 (Fournets-Luisans);10.0;0;2016;361;69;0.191135734072;206;154;T4;-1
1693;D329A;;;;;;10.0;0;2011;742;44;0.0592991913747;;;;-2
1697;D332;;;;;RD 106 vers RANCENEY;;;2017;1082;25;0.024;534;548;T5;-1
1700;D333;0;0;0;768;;0.0;500;2013;164;15;0.0914634146341;67;97;T5;-3
1702;D334;;;;;;1.0;0;2012;450;33;0.0733333333333;;;;-2
1705;D336;;;;;;0.0;20;2010;521;39;0.0748560460653;;;;-2
1709;D339;0;0;2;601;de RD464 à RD462 (Surmont);2.0;0;2017;425;17;0.04;219;206;T5;-1
1713;D339;;;;;;3.0;0;2004;309;;;;;;-3
1720;D344;0;0;0;684;de RD437 à Les Bréseux (PR fin);0.0;500;2017;352;9;0.0255681818182;175;177;T5;-1
1721;D344;0;0;0;684;;;;2013;342;15;0.0438596491228;170;172;;-2
1722;D345;;;;;RD 464 vers COTE BRUNE;;;2017;1018;65;0.0638506876228;527;491;T5;-1
1723;D346;;;;;CHAMPOUX vers RD 138;;;2017;220;5;0.0227272727273;113;107;T5;-1
1725;D347;;;;;;;;2013;355;21;0.0591549295775;175;180;;-2
1732;D351;3;861;6;589;de Guyans-Vennes à RD39;6.0;0;2014;638;24;0.0376175548589;325;313;T5;-1
1743;D354;;;;;;3.0;50;2005;524;;;;;;-3
1744;D355;;;;;RD 446 vers BOUCLANS (Bouclans);;;2017;191;7;0.0366492146597;97;94;T5;-1
1748;D358;0;0;2;622;de RD73 (Anteuil) à Saint-Georges-Armont;0.0;500;2015;124;12;0.0967741935484;64;60;T5;-1
1752;D361;0;0;0;438;de RD50 à Chevigney-lès-Vercel;0.0;200;2016;232;10;0.0431034482759;170;62;T5;-1
1754;D363;;;;;RD 486 vers MORCHAMPS(Rougemont);;;2017;424;32;0.0754716981132;213;211;T5;-1
1755;D364;;;;;RD 112 vers SILLEY BLEFOND;;;2017;613;33;0.0538336052202;318;295;T5;-1
1762;D370;0;0;1;116;de RD41 (Le Luhier) à Montbéliardot;0.0;500;2016;169;7;0.0414201183432;83;86;T5;-1
1765;D373;0;0;1;25;de RD118 à Sourans (PR fin);0.0;500;2017;76;7;0.0921052631579;39;37;T5;-1
1766;D373;0;0;1;25;;;;2013;68;11;0.161764705882;34;34;;-2
1768;D375;0;0;5;480;de RD140 à Vernois-Le-Fol;0.0;500;2017;159;8;0.0503144654088;78;81;T5;-1
1769;D375;0;0;5;480;;;;2013;152;8;0.0526315789474;77;75;;-2
1771;D376;;;;;;;;2013;191;16;0.0837696335079;93;98;;-3
1772;D377;0;0;1;195;de RD39 à Consolation Maisonnettes;0.0;500;2016;138;11;0.0797101449275;78;60;T5;-1
1775;D380;0;0;1;935;;;;2013;400;17;0.0425;199;201;;-2
1778;D383;0;0;0;365;;;;2013;71;11;0.154929577465;33;38;;-2
1779;D384;0;0;0;270;de RD46 à Rondefontaine;0.0;200;2016;49;2;0.0408163265306;25;24;T5;-1
1781;D385;;;;;;1.0;0;2013;840;38;0.0452380952381;405;435;;-2
1782;D386;0;0;1;700;de RD23 (Champvans-les-Baume) à RD 683 (ZI);0.0;200;2016;1956;102;0.0521472392638;889;1067;T3-;-1
1786;D387;;;;;;4.0;0;2013;557;40;0.0718132854578;284;273;T5;-4
1789;D387;;;;;;9.0;0;2013;351;25;0.0712250712251;175;176;;-2
1794;D387E;;;;;RD 387 vers NAISEY LES GRANGES;;;2017;618;13;0.0210355987055;316;302;T5;-1
1795;D388;0;0;6;15;de RD41 (Arc-Sous-Cicon) à RD132 (Gilley);1.0;0;2007;458;29;0.0633187772926;;;T5;-1
1801;D390;0;0;1;687;de RD437 à RD136 (Grand-Charmont);1.0;0;2016;5474;158;0.0288637194008;2768;2706;T3-;-1
1803;D390;;;;;;1.0;0;2007;4797;;;;;;-3
1810;D390;4;1012;6;675;de RD438 (Bethoncourt) à Montbéliard;4.0;0;2014;2542;96;0.0377655389457;1240;1302;T4;-1
1816;D392;;;;;RD 492 vers RD 133;;;2017;387;26;0.0671834625323;195;192;T5;-1
1820;D392;;;;;;4.0;0;2011;243;15;0.0617283950617;;;T5;-2
1822;D392;;;;;RD 27 vers RD 32;;;2017;221;4;0.018;112;109;T5;-1
1827;D393;;;;;;2.0;0;2013;922;39;0.0422993492408;442;480;;-2
1828;D393;;;;;;2.0;0;2008;853;;;;;;-3
1831;D394;;;;;;1.0;0;2007;220;;;;;;-3
1845;D402;;;;;;;;2013;86;11;0.127906976744;83;3;;-4
1847;D403;0;0;2;610;;;;2013;129;19;0.147286821705;60;69;;-1
1852;D405;;;;;;1.0;0;2011;515;38;0.073786407767;;;;-2
1857;D407;;;;;RD 15 E 3 vers MESNAY;;;2017;1427;32;0.0224246671338;717;710;T5;-1
1865;D411;;;;;;2.0;0;2011;1376;88;0.0639534883721;;;T4;-2
1867;D412;0;0;2;193;de Haute Saône à RD14 (Vieilley);1.0;0;2017;449;14;0.0311804008909;224;225;T5;-1
1871;D413;;;;;;1.0;0;2013;2722;106;0.0389419544453;1087;1635;;-2
1873;D414;;;;;;2.0;0;2011;1351;38;0.0281273131014;669;682;T5;-2
1877;D414;;;;;;8.0;0;2005;869;;;;;;-3
1881;D415;;;;;RD 11 vers RD 13;;;2017;280;4;0.0142857142857;135;145;T5;-1
1884;D415;;;;;RD 13 vers RD 263;;;2017;668;15;0.024;330;338;T5;-1
1888;D417;;;;;;1.0;0;2004;176;;;;;;-3
1889;D418;0;0;1;247;de RD73 (Vermondans) à RD437 (Le Fourneau);0.0;50;2017;2513;101;0.0401910067648;1298;1215;T3-;-1
1891;D418;;;;;;0.0;50;2011;2400;118;0.0491666666667;1178;1222;;-3
1894;D421;0;0;4;255;de RD265 à RD257 (Saint-Maurice-Echelotte);3.0;0;2016;501;16;0.0319361277445;247;254;T5;-1
1896;D421;;;;;;3.0;0;2005;477;;;;;;-3
1898;D422;;;;;;1.0;0;2011;3492;;;;;;-2
1900;D423;0;0;4;262;de RN57 (Jougne) à Entre-les-Fourgs;0.0;50;2016;1342;33;0.0245901639344;672;670;T5;-1
1902;D423;;;;;;0.0;50;2007;1111;;;;;;-3
1906;D425;0;0;3;525;de RD437C (Vaufrey) VERS LA SUISSE;1.0;0;2017;365;2;0.00547945205479;180;185;T5;-1
1912;D427E3;;;;;RD 73 vers BLAMONT(Chaux les Passavant);;;2017;149;3;0.0201342281879;74;75;T5;-1
1913;D429;0;0;0;602;de RD50 à RD32 (Adam-lès-Vercel);0.0;300;2016;309;15;0.0485436893204;148;161;T5;-1
1914;D430;;;;;RD 683 vers RD 218;;;2017;1909;30;0.0157150340492;1024;885;T5;-1
1915;D430;;;;;ARCON vers RD 48;;;2017;601;23;0.0382695507488;289;312;T5;-1
1920;D432;;;;;;1.0;0;2011;4818;219;0.0454545454545;2221;2597;;-2
1921;D432;;;;;;1.0;0;2008;3654;203;0.0555555555556;1663;1991;;-3
1930;D437;;;;;;8.0;0;2015;2747;134;0.0487804878049;1361;1386;;-3
1932;D437;;;;;;13.0;0;2016;4453;203;0.0455872445542;2194;2259;T3+;
1935;D437;;;;;;20.0;50;2016;3621;165;0.0455675227838;1816;1735;T3-;
1937;D437;22;66;32;370;de RD9 (Labergement-Sainte-Marie) à RD46 (Oye-et-Pallet);24.0;0;2017;4272;126;0.0294943820225;2136;2136;T3-;
1940;D437;32;370;37;252;de RD46 (Oye-et-Pallet) à RN57 (Les Rosiers);34.0;0;2017;6090;130;0.0213464696223;3169;2921;T3-;
1941;D437;;;;;;34.0;0;2016;7747;251;0.0323996385698;4085;3662;T3+;
1942;D437;;;;;;34.0;0;2015;6767;315;0.0465494310625;3500;3267;;
1943;D437;37;252;40;892;de RD47 (Pontarlier) à RD130 (Doubs);39.0;0;2017;3912;71;0.0181492842536;1799;2113;;
1945;D437;;;;;;39.0;0;2015;4251;133;0.0312867560574;1946;2305;;
1949;D437;51;119;65;304;de RD131 (Montbenoît) à RD47 (Pont-de-la-Roche);51.0;0;2017;5207;350;0.0672172076051;2364;2843;T3-;
1958;D437;72;727;87;554;de RD461 (Les Fins) à RD41 (Bonnétage);81.0;50;2017;6361;237;0.0372582927213;3131;3230;T3+;
1959;D437;;;;;;81.0;50;2016;6946;296;0.0426144543622;3507;3439;T3+;
1962;D437;;;;;;89.0;0;2016;6866;295;0.0429653364404;3477;3390;T3+;
1964;D437;92;846;97;1040;de RD201 (Frambouhans) à RD464 (Maîche);96.0;0;2017;5825;580;0.0995708154506;2604;3221;T2+;
1967;D437;;;;;;99.0;0;2016;4756;171;0.0359545836838;2172;2583;T3+;
1969;D437;;;;;LE BRESEUX vers MONTANDON;;;2017;4253;194;0.0456148600988;1953;2300;T3-;
1976;D437;;;;;;121.0;0;2016;8625;364;0.0422028985507;4215;4410;T2-;
1977;D437;;;;;;121.0;0;2015;8950;578;0.0645810055866;4490;4460;;
1982;D437;;;;;;129.0;230;2014;5991;254;0.0423969287264;3051;2940;;
1984;D437;;;;;MATHAY vers SORTIE MATHAY;;;2017;5481;257;0.0468892537858;2688;2794;T3-;
1986;D437;;;;;;130.0;0;2015;5358;196;0.0365808137365;2617;2741;;-1
1987;D437;;;;;MATHAY vers MANDEURE;;;2017;7364;154;0.021;3738;3627;T3-;-1
1988;D437;;;;;;;;2016;7338;145;0.0197601526301;3692;3646;T3-;
1991;D437;;;;;;;;2016;10089;294;0.0291406482307;4943;5146;T3+;-2
1992;D437;;;;;;134.0;0;2015;9933;378;0.0380549682875;4872;5061;;-3
1996;D437;;;;;MONTBELIARD vers GRAND CHARMONT;;;2017;4084;135;0.03305582762;1692;2392;T3-;-1
1999;D437A;;;;;;2.0;0;2011;3024;105;0.0347222222222;1542;1482;;-2
2008;D437A;;;;;;18.0;200;2015;1955;28;0.0143222506394;977;978;;-2
2012;D437B;;;;;;1.0;0;2010;1458;82;0.0562414266118;696;762;;
2015;D437B;;;;;;5.0;0;2008;962;42;0.043659043659;273;689;;-3
2025;D437C;22;0;22;670;de Bremoncourt à la Suisse;22.0;500;2017;499;14;0.0280561122244;247;252;T5;-1
2029;D437D;0;719;0;878;de RD126 à RD437 (Audincourt);0.0;870;2015;6531;122;0.0186801408666;3814;2717;T3-;-2
2031;D438;;;;;;0.0;10;2016;10614;548;0.0516299227435;5841;4773;T2+;-2
2033;D438;1;827;3;375;de RD623 à RD390;2.0;0;2017;4042;106;0.0262246412667;1157;2885;T3-;-1
2035;D438;;;;;;2.0;0;2013;4017;133;0.0331092855365;1335;2682;;-3
2040;D438;6;1051;9;954;;7.0;10;2016;6389;91;0.0142432305525;2614;3775;;-2
2041;D438;;;;;;7.0;10;2015;6435;196;0.0304584304584;3830;2605;;-3
2042;D438;12;600;15;579;de RD53 (Voujeaucourt) à RD437 (Mathay) (BOUCLE);13.0;130;2017;12528;715;0.0570721583653;6184;6344;T1-;-1
2043;D438;;;;;;13.0;130;2016;12398;693;0.0558961122762;6149;6249;T1-;-2
2047;D440;;;;;EPEUGNEY vers CHENECEY BUILLON;;;2017;233;8;0.0343347639485;111;123;T5;-1
2051;D441;;;;;;3.0;0;2004;268;;;;;;-3
2054;D441;;;;;;5.0;0;2005;296;;;;;;-3
2059;D443;;;;;;1.0;0;2007;320;;;;;;-3
2063;D447;0;0;9;881;de RD461 (Col des roches) à RD48;1.0;0;2016;695;15;0.0215827338129;336;359;T5;-1
2067;D448;0;0;0;1402;de RD35 (Bondeval) à RD34 (Seloncourt);0.0;1000;2014;935;18;0.0192513368984;452;483;T5;-1
2074;D450;;;;;;2.0;0;2007;791;;;;;;-3
2080;D453;;;;;RD 683 NOVILLARS;;;2017;6804;807;0.11860670194;3421;3383;T1-;-1
2081;D453;0;0;0;663;;0.0;100;2013;1264;36;0.0284810126582;867;397;;-1
2090;D457;0;0;3;291;de RD437 (Bonnétage) à RD414 (Les Cerneux-M.);1.0;0;2017;821;22;0.026796589525;405;416;T5;-1
2095;D457;;;;;;7.0;0;2005;484;;;;;;-3
2100;D459;2;25;6;615;de RD11 à RD67;5.0;0;2017;2581;112;0.0433940333204;1326;1255;T3-;-1
2101;D459;;;;;;5.0;0;2015;2472;150;0.0606796116505;1272;1200;T3-;-2
2107;D461;;;;;;17.0;0;2016;11449;709;0.0619268058346;5746;5703;T1-;-2
2108;D461;;;;;;17.0;0;2014;12614;707;0.0560488346282;6330;6284;;-3
2110;D461;;;;;;22.0;400;2016;9790;587;0.0599591419816;4831;4959;T2+;-2
2112;D461;29;590;39;597;de RD31 (Avoudrey) à RD41 (Fuans);38.0;50;2016;7607;301;0.0395688181938;3681;3926;T2-;-1
2113;D461;;;;;;38.0;50;2015;7638;496;0.0649384655669;3823;3815;;-2
2116;D461;;;;;;41.0;0;2015;8829;573;0.0648997621475;4417;4412;;-2
2121;D461;45;126;48;365;de RD41  à RD242;47.0;0;2016;1168;108;0.0924657534247;546;621;T3-;-1
2122;D461;;;;;;47.0;0;2015;1619;287;0.177269919704;770;849;;-2
2125;D461;;;;;;51.0;0;2016;9888;403;0.0407564724919;4906;4981;T2+;-2
2126;D461;;;;;;51.0;0;2015;9530;544;0.0570828961175;4777;4753;;-3
2127;D461;53;240;58;443;de RD437 (Morteau) à RD215 (Villers-le-Lac);54.0;0;2016;12975;251;0.019344894027;6514;6461;T3+;-1
2128;D461;;;;;;54.0;0;2015;12922;384;0.0297167621111;6431;6491;;-2
2130;D461;58;443;64;280;de RD215 (Villers-le-Lac) à la Suisse;63.0;0;2016;10795;157;0.014543770264;5210;5585;T3-;-1
2133;D461;;;;;VILLERS LE LAC vers LA SUISSE;;;2017;10021;168;0.0167647939327;4597;5424;T3-;-1
2135;D463;;;;;De RD437 à RD52;0.0;270;2016;11584;296;0.0255524861878;5737;5847;T3+;0
2136;D463;;;;;;0.0;270;2015;10480;334;0.0318702290076;4963;5517;;-1
2137;D463;1;414;5;380;de RD52 (Etupes) à RD480 (Dampierre-les-Bois);4.0;0;2017;7002;121;0.0172807769209;3503;3499;T3-;-1
2145;D463A;;;;;;0.0;20;2009;10499;658;0.0626726354891;5228;5271;;-3
2150;D464;1;795;8;991;de RD104 à RD112 (Nancray);5.0;0;2017;4938;243;0.0492102065614;2454;2484;T3+;-1
2156;D464;21;531;25;395;de RD492 (Aïssey) à RD50 (Passavant);22.0;0;2017;1291;140;0.10844306739;628;663;T3-;-1
2159;D464;25;395;36;152;de RD50 (Passavant) à RD27 (Vellevans);31.0;0;2017;1252;41;0.0327476038339;618;634;T5;-1
2160;D464;;;;;;31.0;0;2015;1178;116;0.0984719864177;572;606;T3-;-2
2161;D464;;;;;;31.0;0;2012;1108;89;0.0803249097473;551;557;;-3
2166;D464;;;;;;47.0;0;2015;932;75;0.0804721030043;468;464;T4;-2
2169;D464;;;;;;51.0;0;2015;1584;101;0.0637626262626;795;789;;-2
2172;D464;53;224;59;742;;56.0;0;2015;1515;80;0.0528052805281;760;755;T4;
2179;D464;;;;;;72.0;0;2010;5842;264;0.0451900034235;2870;2972;;-3
2181;D464;;;;;;76.0;0;2015;3053;32;0.0104814936128;1553;1500;T5;-2
2184;D464;;;;;;83.0;0;2015;2392;6;0.00250836120401;1230;1162;T5;-2
2185;D464;;;;;;83.0;0;2011;2503;25;0.00998801438274;1263;1240;;-3
2188;D465;;;;;;1.0;0;2010;1998;87;0.0435435435435;1010;988;;-3
2190;D465;;;;;;2.0;0;2014;1005;33;0.0328358208955;487;518;;-2
2191;D465;;;;;;2.0;0;2013;948;32;0.0337552742616;461;487;;-3
2193;D465;;;;;;;;2012;2153;66;0.0306549001393;1078;1075;T4;
2200;D468;0;0;1;904;de RD464 (Sancey-le-Long) à RD21 (Belvoir);1.0;0;2017;200;3;0.015;95;105;T5;-1
2202;D469;;;;;RD 492 vers ETALANS(Etalans);;;2017;1132;58;0.0512367491166;635;497;T4;-1
2204;D470;;;;;;2.0;0;2008;205;15;0.0731707317073;;;;-2
2212;D471;;;;;;6.0;0;2011;5859;630;0.10752688172;2930;2929;;-3
2216;D472;0;0;3;59;de RD438 à RD34A (Arbouans);1.0;0;2014;5630;101;0.0179396092362;3005;2625;T3-;-1
2219;D472AN;;;;;RD 272 vers ARBOUHANS;;;2017;8054;85;0.0105537621058;4078;3976;T5;-1
2222;D473;;;;;;2.0;0;2004;387;;;;;;-3
2223;D474;0;0;2;84;de RD437 (Nommay) à RD136 (Grand-Charmont);1.0;0;2016;6009;108;0.0179730404393;2862;3147;T3-;-1
2226;D475;0;0;6;182;de A36 à RD123 (Ecot);2.0;0;2016;1156;76;0.0657439446367;532;625;T4;-1
2228;D475;;;;;;2.0;0;2007;1482;;;;;;-3
2234;D478;;;;;;1.0;0;2006;1169;;;;;;-3
2242;D480;;;;;;7.0;0;2014;1495;66;0.0441471571906;739;756;;-2
2243;D480;;;;;;7.0;0;2011;1359;73;0.0537159676233;677;682;;-3
2244;D480;8;409;14;947;de RD122 (Hérimoncourt) à RD126 (Dasle);11.0;0;2017;1985;18;0.00906801007557;951;1034;T5;-1
2245;D480;;;;;;11.0;0;2010;800;51;0.06375;;;T4;-2
2247;D480;14;947;18;702;de RD126 (Dasle) à RD463 (Dampierre-les-Bois);16.0;500;2014;2287;42;0.0183646698732;1099;1188;T5;-1
2252;D480;;;;;;19.0;500;2008;3365;165;0.0490341753343;1647;1718;;-3
2254;D481;;;;;;2.0;0;2010;622;40;0.064308681672;;;T5;-2
2255;D481;;;;;;2.0;0;2002;542;;;;;;-3
2265;D486;;;;;;14.0;0;2015;2879;119;0.0413337964571;1417;1462;T3-;-2
2266;D486;;;;;;14.0;0;2010;3196;208;0.0650813516896;1619;1577;;-3
2267;D486;19;734;28;944;de RD14E3 (Rigney) à RD26 (Avilley);25.0;0;2017;1656;53;0.0320048309179;821;835;T4;-1
2270;D486;28;944;35;20;de RD26 (Avilley) à RD325 (Servigney);30.0;0;2016;800;39;0.04875;392;408;T5;-1
2271;D486;;;;;;30.0;0;2010;833;62;0.0744297719088;;;;-2
2277;D492;;;;;;2.0;50;2015;615;48;0.0780487804878;307;308;T5;-2
2278;D492;;;;;;2.0;50;2011;460;52;0.113043478261;230;230;;-3
2280;D492;;;;;;11.0;0;2015;756;52;0.0687830687831;377;379;T4;-2
2282;D492;12;178;19;306;de RD9 (Déservillers) à RD6 (Chantrans);18.0;0;2017;1397;80;0.0572655690766;695;702;T4;-1
2283;D492;;;;;;18.0;0;2015;1709;125;0.0731421884143;860;849;T3-;-2
2284;D492;;;;;;18.0;0;2011;1053;115;0.109211775878;528;525;;-3
2287;D492;;;;;;27.0;0;2010;1520;109;0.0717105263158;754;766;;-3
2288;D492;28;390;39;760;de RD67 (Ornans) à RN57 (Etalans);35.0;0;2017;1544;81;0.0524611398964;768;776;T4;-1
2292;D492;53;289;57;951;de RD464 (Aïssey) à RD50;57.0;0;2016;1163;104;0.0894239036973;578;585;T3-;-1
2293;D492;;;;;;57.0;0;2011;1683;222;0.131907308378;846;837;;-2
2297;D493;;;;;;1.0;0;2008;775;23;0.0296774193548;373;402;;
2306;D613;0;865;1;1728;de RD136 à RD437 (Montbéliard) (BOUCLE);1.0;500;2017;11594;473;0.0407969639469;5640;5954;T2+;-1
2310;D623;;;;;;1.0;0;2011;13082;549;0.0419660602354;7046;6036;;-3
2314;D663;;;;;;1.0;180;2015;6511;609;0.0935340193519;3183;3328;;-3
2317;D663;;;;;;12.0;0;2015;4370;130;0.0297482837529;2230;2140;;-3
2324;D663;;;;;;20.0;300;2011;11897;551;0.0463141968564;6307;5590;;-2
2325;D663;21;619;22;1163;de RD613 (Sochaux) à Bretelle A36 (BOUCLE);20.0;809;2017;30389;1271;0.0418243443351;13238;17151;T1+;-1
2326;D663;;;;;;21.0;810;2016;30622;1907;0.0622754882111;18975;11647;T0-;-2
2330;D673;;;;;;1.0;0;2015;10858;1013;0.0932952661632;5309;5549;;-3
2333;D673;5;0;10;558;de Saint-Vit à l'échangeur RD67 (BOUCLE);8.0;170;2017;19188;1185;0.0617573483427;9881;9307;T1+;-1
2335;D673;;;;;;8.0;170;2015;19418;1727;0.0889380986713;9753;9665;;-3
