ordre;rd;plod;absd;plof;absf;localisation;plo;abs;annee;tv;pl;pl0;tv_s1;tv_s2;cl_trafic;generation
2336;D673;10;558;16;0;de l'échangeur RD67 à Besançon (BOUCLE);11.0;420;2017;33864;1811;0.0534786203638;16850;17014;T0-;-1
2337;D673;;;;;;11.0;420;2016;27397;1578;0.0575975471767;11811;15587;T0-;-2
2338;D673;;;;;;11.0;420;2010;34433;2743;0.079661952197;17549;16884;;-3
2342;D673;28;0;32;455;Route de Lyon (en agglomération);28.0;200;2017;10412;286;0.027468305801;4892;5520;T3+;-1
2354;D673;54;432;66;742;Baume-les-Dames (BOUCLE);66.0;251;2017;7899;602;0.0762121787568;4250;3649;T1-;-1
2356;D673;;;;;;65.0;250;2015;10572;1096;0.103670071888;6015;4557;;-3
2357;D673;66;742;74;0;de Baume-les-Dames à Clerval (SIREDO);73.0;900;2017;3647;495;0.135727995613;1704;1943;T2+;-1
2366;D683;36;267;39;240;CENTRE VILLE (rue de belfort) vers SORTIE BESANCON;;;2017;10824;220;0.02;4552;6272;T3+;-1
2370;D683;;;;;;;;2016;16587;723;0.044;8371;8216;;
2381;D683;90;371;93;870;de l'échangeur A36 à Médière;91.0;0;2017;8257;735;0.0890153808889;4116;4141;T1-;-1
2382;D683;;;;;;91.0;0;2016;8371;747;0.0892366503405;4086;4285;T1-;-2
